=i҆|I
ẖꜣt|Suffering, sickness
ẖꜣt|Unclean
ẖꜣt|delta
ẖꜣt|Ore mine
ẖꜣt|tissue
ẖꜣti҆|Nickname of Horus
ẖꜣtt|Delta resident
ẖꜣꜣ|decide to
ẖꜣꜣ|Beings in the underworld
ẖꜣi҆|bag
ẖꜣi҆|oppose
ẖꜣi҆t|Pile of corpses
ẖꜣi҆i҆t|Palisade, stake
ẖꜣꜥ|Offer myrrh
ẖꜣti҆i҆w|Pile of corpses
ẖꜣw|pound
ẖꜣw|officially used
ẖꜣwt|noun
ẖꜣwtt|Lagoon inhabitant
ẖꜣb|to be crooked
ẖꜣb|sickle
ẖꜣb|neck
ẖꜣbt|"Wire" of the red crown
ẖꜣbt|Wrong
ẖꜣbti҆|Criminal
ẖꜣbtt|Name of the red crown
ẖꜣbi҆w|crescent goddess
ẖꜣbb|Falsehood, dishonesty
ẖꜣp|flow abundantly
ẖꜣpt|storm
ẖꜣpti҆|Name of Seth
ẖꜣmt|Epithet of beer
ẖꜣmt-i҆ḫt|Food quantity
ẖꜣr|Measure for grain
ẖꜣr|Measure for coals
ẖꜣrt|widow
ẖꜣẖꜣti҆|storm
ẖꜣẖꜣwt|Swamps, lagoon
ẖꜣst|opening in the earth
ẖꜣḳ-i҆b|Outrage
ẖꜣk|be cunning
ẖꜣk|noun
ẖꜣk|Sad, anger
ẖꜣkw|Enemies
ẖꜣti҆|storm
ẖꜥ|Leather bag
ẖꜥ|Desecrate woman
ẖꜥ|pull someone out of water
ẖꜥꜣ|bring something dry
ẖꜥꜥ|pot
ẖꜥꜥ|noun
ẖꜥꜥw|Pieces of something
ẖꜥw|pot
ẖꜥm|approach
ẖꜥr|something with kyphi preparation
ẖꜥḳ|shave
ẖꜥḳ|barber
ẖꜥḳt|officially used by worms
ẖꜥḳ(t)|razor
ẖb|subject
ẖbi҆t|Stick for beating
ẖpt|herd
ẖpw|Figures as ornaments
ẖpꜣ|navel
ẖpꜣ|part of conifers
ẖpꜣ|Genitals << not "navel" >>
ẖpꜣwt|Morbid
ẖpi҆|Sun with urea
ẖpꜥ|chew
ẖpꜥt|big pearl
ẖpꜥw|Remedy that is chewed
ẖpꜥw|Vessel
ẖpn|fat
ẖpnw|jug
ẖpnn-n-nb|raised small pearls
ẖms|bend, bend
ẖms|ear
ẖms|Incense
ẖms|Spearhead
ẖms-šmꜥ|incense
ẖmd|loaf
ẖn|bloated
ẖn|diseased skin condition due to heat
ẖn|bag
ẖn|tent
ẖn|of the position of the weapons in the coffin
ẖn|approach
ẖn|Rowers
ẖnt|Animal fur, hose
ẖnt|Workshop or farm building
ẖnt|journey
ẖnt|Event of the cult of the gods
ẖnw|Food
ẖn-i҆ḥ|Cattle ferry
ẖn-nḫn|Name for Upper Egypt
ẖn-ḥrt|Nickname of Horus
ẖn-sꜣ|Scholars
ẖni҆|drive, row
ẖni҆t|Rowing team
ẖni҆i҆w|People of the household
ẖni҆-ḥr-mw|be devoted to someone
ẖnw|Interior
ẖnw|place of residence
ẖnw|Waters
ẖnw|Rowers
ẖnw|drink
ẖnwti҆w|Designation of a foreign people
ẖnw-ꜥ|Part of the palace
ẖnw-ꜥwi҆|drink
ẖnw-ꜥwi҆|hug
ẖnw-ꜥḥ|Residence of the king and Osiris in the palace
ẖnw-pr|Part of the temple
ẖnw-ḫni҆|Part of the Theban necropolis
ẖnwti҆|Part of the limbs
ẖnbb|mingling with people
ẖnm|Vessel for oil
ẖnm|unite with
ẖnm|I know someone
ẖnm|Swamp fowl
ẖnm|form
ẖnm|ointment
ẖnm|product
ẖnm|Offspring
ẖnm|pool
ẖnmt|nurse
ẖnmt|Priestess in Gau Arsinö
ẖnmt|Name of the waxing moon eye
ẖnmt|Home of the sacred crocodile of Ombos
ẖnmt|Sieve
ẖnmt|Fountain
ẖnmt|Waters
ẖnmti҆|Nostrils
ẖnmw|pack
ẖnmw|Khnum
ẖnm-i҆b|Delight heart
ẖnm-i҆rw|Perform ceremonies
ẖnmt-ꜥnḫ|12 day hour
ẖnmt-ꜥnḫ|Hathor-Isis
ẖnmt-ꜥnḫ|Name of the necropolis
ẖnmt-wꜣst|Ramesseum
ẖnm-wḏꜣt|Firmly
ẖnmt-nṯr|Title of the divine woman
ẖnm-ṯḥḥwt|be full of joy
ẖnmi҆t|Waters in the district of Hierakon
ẖnn|to disturb
ẖnn|to be in a mess
ẖnn|be inflamed
ẖnnw|Troublemaker
ẖnnw|officially used
ẖnnw|God
ẖnnw|Disorder
ẖnnw|Vessel
ẖnnw-m-pt|storm
ẖnnmt|Waters
ẖnnn|Waters
ẖnẖn|approach
ẖnẖn|to the side of, in company of
ẖnsd|Headband
ẖnk|noun
ẖnki҆|dress
ẖnti҆|Statue
ẖnti҆|Ointment vessel in the form of the sacrificing king
ẖntk|Jewellery
ẖr|officially used part of trees
ẖr|frame
ẖr|under
ẖr|as a result
ẖr|Relatives
ẖrt|requirement
ẖrt|Beyond
ẖrti҆|God
ẖr-i҆w|Wrongdoers
ẖrt-i҆bd|monthly need
ẖr-ꜥ|under someone's direction
ẖr-ꜥ|Rope on the ship
ẖr-ꜥ|Bag with instruments
ẖr-ꜥ|authorization
ẖrt-ꜥ|Containers for writing utensils
ẖr-ꜥri҆t|Dekanestirn
ẖr-pḥwi҆|Behind
ẖr-mri҆t|Name for crocodiles
ẖr-nṯr|necropolis
ẖrti҆-nṯr|Necropolis workers
ẖr-rmn-sꜣḥ|dean
ẖr-ḥr|under someone's supervision
ẖr-ḫꜣbs|Lamp stand
ẖr-ḫpd-n-ḳnmwt|dean
ẖr-ḫpd-srt|dean
ẖr-ḫt|God
ẖr-st-ḥr|under someone's supervision
ẖr-sḫrw=f|be subordinate to
ẖr-sti҆|five-armed candlestick
ẖr-sḏt|Fireplaces on stands
ẖr-ḳni҆|Porter
ẖrt-t|Bread mold
ẖr-ḏrt|under someone's direction
ẖri҆|located under
ẖri҆|bird
ẖri҆w|Name of the people
ẖri҆w-tꜣ|Name of the dead
ẖri҆-i҆ꜣt=f|sacred serpent of Pelusium
ẖri҆-ꜥ|mate
ẖri҆-ꜥḥꜣ|Babylon
ẖri҆i҆-wḏꜥ|Bronze device
ẖri҆i҆-mꜣꜥw|Crew member, member of the crew
ẖri҆-mrḥt|Household items
ẖri҆-mdw|to be subordinate to someone
ẖri҆-nṯr|Realm of the dead
ẖri҆-ḥb|priest
ẖri҆-ḫwdt|Litter bearer
ẖri҆i҆-ḫpš|inner part of the arm
ẖri҆-ẖt|Abdomen
ẖri҆-sꜥḥ=f|Dead
ẖri҆-ṯbwt|Sandal wearer
ẖri҆-dmt|Sufferer
ẖri҆-ḏbꜥw|Criticized
ẖrw|bottom
ẖrwi҆|Testicles
ẖrb|change oneself
ẖrskt|Designation of the Anukis and the Nephthys
ẖrti҆|ram-shaped god
ẖrti҆|building
ẖrd|child
ẖrd|Cub
ẖrd|daughter
ẖrd|Be a child
ẖrdt|Crowd of children
ẖrdw|young people
ẖrdw|childhood
ẖrd-mswt|to be reborn as a child
ẖrd-n-sbnt|infant
ẖsꜣ|unanointed
ẖsꜣ|officially used
ẖsꜣi҆t|oil
ẖsi҆|to be weak
ẖsi҆|Weaker
ẖsi҆|Plant as fuel
ẖsi҆|Nickname of Osiris
ẖsi҆t|weakness
ẖsi҆-ḳd|vicious
ẖsw|Part of the eye
ẖss|corner
ẖsti҆|Nickname of Osiris
ẖsti҆|become sad
ẖḳi҆|Animal skin
ẖḳs|violate,
ẖḳst|damaged eye
ẖkr|be adorned
ẖkr|Jewellery
ẖkr|Name of the ointment laboratory
ẖkr|Name for Osiris
ẖkrt|former harem ladies
ẖkrt|Uraeus snake
ẖkrt|Name for Hathor
ẖkr-n-ḥr|Name for crowns
ẖkr-rꜥ|Designation of the crowns
ẖkri҆t|white headscarf
ẖkri҆t|Necklace with menite
ẖt|roughly worked, roughly
ẖti҆|peel off the fur
ẖti҆s|Titles of priestesses
ẖtb|prostrate
ẖtb|immerse
ẖtẖt|military administrator
ẖtẖt|examine
ẖtt|run away
ẖtti҆|how
ẖdb|kill
ẖdbi҆|Ranchers
ẖdr|child
ẖdr|Way of sleeping in old age
ẖdẖd|examine
s|bars
s|man
s|Essence
s|fish
st|Mrs
st|illness
st|Goose or duck
s|Cloth, as the genteel consider it
s|Vessel made of gold
s|goose
st|Seat, place, place
st|Goddess isis
sti҆|Heir to the throne
stt|Heir to the throne
st-|<< Prefix for the formation of abstracts >>
st-i҆b|favorite place
st-ꜥ|Name of the disease
st-wnp|Edfu
st-wrt|throne
st-wrt|Holy of Holies
st-wrt|Name for Edfu
st-wrt|Name for Dendera
st-mꜣꜣ-i҆tn|Name of the roof of the temple of Dendera
st-mꜣꜥt|Name for holy places
st-mꜣꜥt|Name of the necropolis
st-mꜣꜥt|Deir el Medineh
st-msḫnt|Dendera
s-n-mḥ-wꜥ|little kid
st-n-sr|Oracle site
s-nb|anyone
st-nfrw|Tombs of the queens at Thebes
st-nhm|Dendera
st-nḥb|Part of the Ramesseum
st-rꜣ|mouth
st-rꜥ|Dendera
st-rꜥ|Throne of Re = heaven
st-rd|Location, rank
st-ḥmt|Mrs
st-ḥms|residence
st-ḥr|Royal throne
st-ḥtp|Resting place
st-ḫt|Daybed
st-sꜣb|Seat of joy
st-swtwt|Processional walk, walk
st-smtr|Investigation yard
st-snw|Isis and Nephthys
st-snḏm|place of residence
st-sššt|Dendera
st-sdg|Hiding place
st-ḳbt|amusement
st-ḳsnt|bad state
sꜣ|son
sꜣ|Eighth arure
sꜣ|Product of inflammation
sꜣ|as the personification of a body of water
sꜣ|fend off
sꜣ|mat
sꜣ|herd
sꜣ|Squad
sꜣ|Fields
sꜣ|protection
sꜣ|Magic figures
sꜣ|to greet someone
sꜣt|daughter
sꜣt|Floor panels
sꜣti҆|Couple of children
sꜣti҆|Epithet of the King as heir to Geb
sꜣ|move
sꜣ|Outside
sꜣ|House
sꜣ|Torrent
sꜣ|barn
sꜣ|dirt
sꜣ|abundant harvest blessing
sꜣ|pearl
sꜣ|wish
sꜣ|Great gods of Philä
sꜣ|weak
sꜣ|young bull
sꜣ|lay on your back
sꜣt|Wall
sꜣt|precious product of Nubia
sꜣt|locality
sꜣt|saturation
sꜣt|Full
sꜣt|basket carried by donkey
s(ꜣ)|fish
sꜣw|darkness
sꜣwi҆|Two-thirds gold
sꜣwt|Building of a place
sꜣwtt|Sons and daughters
sꜣ-wr|Sun god
sꜣ-wr|officially used
sꜣ-bi҆n|Name of Seth
sꜣ-mr=f|Name of Horus
sꜣ-mr=f|priest
sꜣ-n-i҆rti҆|Eyelids
sꜣ-n-i҆tn|plants
sꜣ-n-mw|Torrent
sꜣ-n-msw|Birth amulet
sꜣ-nbwi҆|Name of Thoth
sꜣ(-r)|go to
sꜣ-rꜥ|King's title
sꜣ-rnpt|thundering protection
sꜣ-rnpt|famine
sꜣ-rḳ|hostile man
sꜣ-ḥmm|doctor
sꜣ-ḫd|northward
sꜣ-s|of good origin
sꜣ-st|Plant when preparing ointments
sꜣ-šmꜥ|something precious
sꜣ-kt|younger son
sꜣ-gb|ground
sꜣ-tꜣ|Snake
sꜣ-tꜣ|Shouting
sꜣ-ṯꜣi҆|son
sꜣꜣ|understand
sꜣꜣ|Understanding
sꜣꜣ|gold
sꜣi҆t|goddess
sꜣi҆|be full, make up, be full
sꜣi҆|Getting full
sꜣi҆|God
sꜣi҆|Activity of the miller's wife
sꜣi҆t|Plant product used officially
sꜣi҆-kꜣw|Getting full
sꜣi҆-tꜣ|Spit on the delta
sꜣi҆t|coffin
sꜣw|wizard
sꜣw|guard
sꜣw|Guardian
sꜣw|insulting designation of Apophis
sꜣw|walk slowly
sꜣw|break
sꜣw|cut off
sꜣw|Fabric or dress
sꜣw|bar
sꜣw|Branches of trees
sꜣw|Sais
sꜣwt|Guarding
sꜣwt|Body part of man
sꜣwti҆|Guardian
sꜣwti҆|beware
sꜣwti҆|Siut
sꜣw|saturation
sꜣw|Component
sꜣw|Wild
sꜣw-ꜥ|Weaker
sꜣw-n=sn|Designation of the gods
sꜣw-nmtt|go carefully, measured
sꜣw-sš|archivist
sꜣwi҆|extend
sꜣwi҆|to please someone
sꜣwi҆|watch out for something
sꜣwi҆-i҆b|to please one's heart
sꜣwi҆-srt|dean
sꜣwi҆-ḳd|dean
sꜣwt|noun
sꜣb|flow, drain
sꜣb|jackal
sꜣb|go through like a jackal
sꜣb|Judge
sꜣb|let someone stay
sꜣb|to please one's heart
sꜣb|colorful
sꜣb|run, flow
sꜣbt|colorful cow
sꜣbt|colorful snake
sꜣb-i҆b|Delight heart
sꜣb-šwt|Horus of Edfu
sꜣbi҆|Waters in the afterlife
sꜣbw|Bird; Pigeon species
sꜣp|Create a pond
sꜣpt|Leaf of the lotus
sꜣm|burn
sꜣm|seize
sꜣm|wrap in sadness
sꜣmt|Sadness
sꜣrt|Garden plant
sꜣr|to be clever
sꜣr|wish
sꜣr|Needier
sꜣr|Need
sꜣr|seven
sꜣr|Fish:
sꜣrt|understanding
sꜣrt|wish
sꜣrt|Garden plant
sꜣrw|tie up
sꜣr-n-mw|Water shortage
sꜣri҆|officially used plant
sꜣhwt|Product of the Wadi Natrun
sꜣhhw|Hateful
sꜣḥ|Toe of the human foot
sꜣḥ|both 5-toe pairs
sꜣḥ|Reach place
sꜣḥ|approach, approach
sꜣḥ|neighbours
sꜣḥ|lend, give gifts
sꜣḥ|Farmland,
sꜣḥ|Orion
sꜣḥ|frame
sꜣḥ|Waters
sꜣḥ|Scaffolding, trestle, framework
s(ꜣ)ḥ|Drill, awl
sꜣḥ-tꜣ|land
sꜣḥ-tꜣ|neighbours
sꜣḥi҆t|goddess
sꜣḫ|compress
sꜣḫ|glorify, make wonderful
sꜣḫ|transfiguration
sꜣḫ|knife
sꜣḫ|push back
sꜣḫt|claims
sꜣḫt|Nickname of the Nephthys
sꜣḫt|Name of the knife
sꜣḫ-rn|Keep names in good memory
sꜣḫ-sꜣ|protect
sꜣḫꜣḫ|let green
sꜣḫi҆i҆|the one who has use
sꜣḫw|transfiguring sayings
sꜣḫmw|bat
sꜣs|Rubbing stone
sꜣsꜣ|attack
sꜣsꜣ|put an ointment on someone
sꜣsꜣ|tie up, tow
sꜣsꜣ-r(i҆i҆)r(i҆i҆)|tree
sꜣš|to open
sꜣš|push back
sꜣš|implore, beg
sꜣšrt|Pastries
sꜣḳ|gather together, put together
sꜣḳ|Method of preparation of the incense
sꜣḳ|Stars in the northern sky
sꜣḳ|Waters
sꜣḳ|job
sꜣḳ|mat
sꜣḳ|ruin, ruin
sꜣḳ|Ferryman in the afterlife
sꜣḳ|Crocodile god
sꜣḳ|bag
sꜣḳti҆|construction worker
sꜣḳ ḥꜣti҆i҆|persuade, convince
sꜣḳ-i҆b|self-ruling
sꜣḳ-bꜣw|Ferryman in the afterlife
sꜣḳ-nt|Epithet of the Amaunet
sꜣḳ-ḥꜥw=f|pull yourself together
sꜣḳḥ|refresh
sꜣkswt|Product of the Wadi Natrun
sꜣgt|Mythical beast
sꜣg|cover with vegetation
sꜣgb|water
sꜣt|Part of a building
sꜣtt|Incense
sꜣt|broken bones displaced against each other
sꜣt|defile, blaspheme
sꜣt|let rise
sꜣt|dirt
sꜣti҆|noun
sꜣṯ|Sprinkle water on the sacrificial plate
sꜣṯ|Water donation
sꜣṯ|Component inside a pyramid
sꜣṯ|Transport ship
sꜣṯw|ground
sꜣṯwti҆|God
sꜣd|tie off
sꜣdt|priestess
sꜣdt|noun
sꜣdd|be included / limited
sꜣḏ|Firmly
sꜣḏ|heading to a furniture list
si҆|sheep
si҆|walk
si҆|disappear
si҆|who?
si҆|you
si҆|they both
si҆|man
si҆|go insecure
si҆t|pearl
si҆i҆t|Curl
si҆-nw|when?
si҆ꜣ|detect
si҆ꜣ|Understanding
si҆ꜣ|Mark
si҆ꜣ|Drug for eyes
si҆ꜣ|Waters in the 21st district of Lower Egypt
si҆ꜣt|Piece of linen
si҆ꜣt|Amulet in the shape of a bird
si҆ꜣt|Inscription to an upright snake
si҆ꜣw|holy hawk
si҆ꜣw|14 day of the lunar month
si҆ꜣw|17 day of the lunar month
si҆ꜣr|(Verbum of treatment of a remedy)
si҆ꜣṯ|cheat, maim someone
si҆ꜣṯi҆|Scammers
si҆ꜣṯi҆|sacred leg of Osiris
si҆i҆n|noun
si҆ꜥr|let rise
si҆ꜥrt|Nickname of the snake goddess of Buto
si҆ꜥr-mꜣꜥt|Report true
si҆ꜥrt-nb=s|2 night hour
si҆tw|in order to
si҆w|report someone to someone higher
si҆w|Waters in the sky
si҆ww|Accuser
si҆wꜥ|inherit something
si҆wr|fertilize, get pregnant
si҆wh|boast
si҆wḥ|flood
si҆wḥ|Violence
si҆p|revise
si҆p|Revision
si҆pti҆|revise
si҆pti҆|Revision
si҆pti҆|of making a statue
si҆pw|Revision
si҆pti҆-wr|Book about temple ownership
si҆pi҆|Erect building
si҆pi҆|exactly
si҆pi҆|slaughter
si҆pi҆t|allocation
si҆p(w)|Faint
si҆f|verb
si҆f|offend
si҆f|10 day of the lunar month
si҆f|child
si҆ft|Vessel
si҆m|fog
si҆mꜣ|to vote friendly
si҆n|rub, wipe
si҆n|doctor
si҆n|volume
si҆n|Private statue in the temple
si҆n|waiting
si҆n|rush
si҆n|Faster, designation of a god
si҆n|wipe, rub
si҆nt|Express boat
si҆nt|Temple device made of copper
si҆n nḥp|Enclosing marsh
si҆nw|Courier
si҆n-mdw|Boring fire
si҆n-ḥr|bad characteristic
si҆n-sꜣi҆|sluggish digestion
si҆n-gst|rush
si҆nm|verb
si҆nd|to be sad
si҆r|from the heart
si҆ḥ|madness
si҆s|six
si҆s|Six weave
si҆si҆|Flare up, fire
si҆si҆|Make it easy
si҆si҆|rush
si҆ši҆|to shine
si҆ḳr|award someone, promote them
si҆kn|destroy
si҆ti҆i҆w|Demons
si҆ṯ|Particles
si҆ṯn|subject
si҆d|humble
si҆d|Pile and pad
sꜥꜣ|make big
sꜥꜣ|large
sꜥꜣ|terrifying
sꜥꜣ|Ship's toe board
sꜥꜣm|officially used plant
sꜥi҆|tremble
sꜥꜥ|numerical listing of cattle
sꜥꜥ|about inherit
sꜥwꜣ|let rot
sꜥb|clean
sꜥb|Cut wood
sꜥb|cut bull, designation of the moon
sꜥb|be adorned
sꜥb|Jewellery
sꜥb|loaf
sꜥbꜣ|to be in fear
sꜥp|let go of a place
sꜥp|loaf
sꜥm|swallow
sꜥm|be designed
sꜥm|insoles
sꜥm|officially used plant
sꜥmꜥ|prayer
sꜥmꜥm|prayer
sꜥn|beautify
sꜥnḫ|let live, make alive
sꜥnḫ|Name for the image
sꜥnḫ|form
sꜥnḫ|Name of the Ptah-Soker-Osiris
sꜥnḫ|income
sꜥnḫt|something on which the dead king sits
sꜥnḏ|do little
sꜥr|let rise
sꜥr|Plant similar to papyrus
sꜥr|Forest, scrub
sꜥr|Constellation
sꜥri҆|Offering stand with bowl
sꜥrḳ|bring it to an end, complete it
sꜥrḳ|completely annihilate
sꜥrḳ|wring out
sꜥrt|Wool
sꜥḥ|Sign of dignity, dignity
sꜥḥ|force
sꜥḥ|Necklace
sꜥḥ|Bandage
sꜥḥ|distinguish
sꜥḥ|Nobler
sꜥḥ|Mummy, figure
sꜥḥ|Embalming site
sꜥḥti҆|Isis and Nephthys
sꜥḥ-nṯr|Linen fabric
sꜥḥt-nṯr|Celestial cow
sꜥḥ-ḥr-pꜥt|amulet
sꜥḥꜥ|put up
sꜥḥꜥ-btꜣ|Prosecute injustice
sꜥḥꜥ-mtrw|To provide witnesses
sꜥḫ|lift up
sꜥḫ|burn
sꜥšt|illness
sꜥšꜣ|make numerous
sꜥšꜣ|fend off
sꜥšꜣ|police officer
sꜥšꜣ|Defense spells
sꜥšꜣ|poultry
sꜥḳ|let in, lead in
sꜥḳ|Name of the temple gatekeeper
sꜥḳ-nṯr|Introduction of god
sꜥḳꜣ|just do it
sꜥḳi҆|the convener
sꜥgꜣ|capsize
sꜥḏ|let it be safe
sꜥḏꜣ|spoil
sw|time
sw|fish
swt|wheat
sw|Report
sw|star
sw|time
sw|Day of month
sw|plant
sw|Sacrificial object from Byblos
sw|he
sw|and there and so
sw|duck
sw|harmful to
sw|Corpse odor
sw|replacement
sw|oil
sw|increase in power
sw?|military title
swt|in a tool list
swt|wheat
swt|something abnormal on the finger
swt|Bulrush
swt|damage
swt|Body part of the bovine
swt|Braid
swt|noun
swti҆i҆|the dangerous = the crocodile
swtt|full replacement for Horus Eye
swtt|bird
swtt|drink
swti҆i҆w|who live in the reeds
swwnṯw|God
sw-mḏ|decade
swꜣ|felling
swꜣ|pass
swꜣ|to honor
swꜣ|Furniture
swꜣt|past
swꜣt|noun
swꜣw|Surroundings
swꜣi҆|keep away
swꜣi҆t|Piece of meat
swꜣti҆w|Epithet from star gods
swꜣw|demon
swꜣw|entourage
swꜣwꜣ|let go by
swꜣḥ|let it go
swꜣḥ|spread out, cover
swꜣḥt|Attachment
swꜣḫ|let green
swꜣš|make respectable
swꜣš|Rope
swꜣš-ḥknw|Sing hymns
swꜣḏ|Make it green, let it flourish
swꜣḏ|Designation of Horus and Chons
swꜣḏt|amulet
swꜣḏwꜣḏ|let green
swi҆|drink
swi҆|Name for crocodile
swi҆t|Globules
swꜥ|let alone
swꜥb|clean
swꜥb|Name for baking soda
sww|dangerous neighborhood
swbꜣ|Open face
swbꜣ-ḥr|guide
swbb|Make a detour
swbk|make green
swmt|make fat
swn|arrow
swnt|purchase
swn|trade
swn|Suffer
swn|to open
swn|to know about something
swn|detect
swnt|trade
swnw|fortress
swnw|Syene
swnw|Waters
swn-ḥr|instruct someone
swni҆|Pelusium
swni҆t|Suffer
swnṯw|God
swnw|Vessel
swnw|doctor
swnw|Suffer
s(w)nw|<< in: {m swnw = f} "instead of" >>
swnw-i҆rti҆|Ophthalmologist
swnw-ḥr|demon
swnwn|flatter
swnwn|flattery
swnf|make you happy
swnn|Epithet of Horus
swr|drink
swr|Drinking bowl
swr|fishes
swr|device
swrt|Potion
swrt|Watering station
swrt|pearl
swr|Make it big, let it grow big, multiply
swr|oil or ointment
swr|Part of the car
swr|Drunkenness
swrt|pearl
swrt|beverages
swrwt|bird
swrḥ|anoint
swrḫ|let green
swrḏ|make you tired
swh|disappear
swhi҆|boast, roar
swhi҆|appease angry lions
swḥ|Apron
swḥ|cover oneself
swḥ|wrap up
swḥ|Wind, air
swḥ|knead
swḥ|Deity
swḥt|egg
swḥt|Bowl
swḥt|innermost coffin
swḥwt|grace
swḥti҆i҆|fish
swḫ|To spend the night
swḫꜣ|damage
swḫd|to harm somebody
sws|do nothing, destroy
swsw|Waters
swsr|make strong, make rich
swsḫ|go far
swš|clump together
swš|Bulk
swš|Morbid
swšwt|Ropes
swšr|to dry up
swgꜣ|be foolish
swgꜣ|minor child
swg(g)|rob, harm
swt|he
swt|but
swt|Breath
swti҆|be big
swti҆t|Pearl, bead
swt(i҆i҆)|Epithet of Osiris
swtwt|play it safe
swṯ|Roll noodle
swdwd|cover, wrap
swdf|delay, put someone off
swḏ|transfer, inherit
swḏꜣ|let it be safe
swḏꜣ|let go, go
swḏꜣ|go there, die
swḏꜣ-i҆b|notify
swḏb|to raise
sb|unfriendly disposition
sbt|reward
sbt|transport
sbt|vermin
sbt|Curl
sb|housebreaker
sb|Metal device
sb|castrated
sb|edible body part of beef
sb|prepare
sb|Measure for stones
sbt|reed
sbt-mnš|Shipping
sbt-n-kꜣ=s|Name of the dead
sb-tḫ|Term for wine offering
sbꜣ|blow
sbꜣ|insulting designation of Apophis
sbꜣ|star
sbꜣ|officially used
sbꜣ|goal
sbꜣ|to teach
sbꜣ|learn
sbꜣ|Pupil
sbꜣ|Level
sbꜣ|flutist
sbꜣ|Sighting device:
sbꜣ|parasol
sbꜣt|Constellation
sbꜣt|Shipping term
sbꜣt|star
sbꜣti҆|Pupil
sbꜣw|Teacher
sbꜣw|Teaching
sbꜣw|Ship part
sbꜣ-n-ꜥri҆t|Constellation
sbꜣ-dwꜣ|Morning star
sbꜣi҆|be / become a star, sparkle like a star
sbꜣi҆t|11 night hour
sbꜣi҆t|Teaching, punishment
sbꜣi҆i҆w|Star gods
sbꜣi҆t-n-šꜥt|Textbook in letter form
sbꜣwt(i҆i҆)|Punishers
sbꜣḳ|make someone bright, cheer up
sbꜣḳḳ|authenticate
sbꜣgi҆|make you tired
sbi҆|walk
sbi҆|Term for enemy of the dead
sbi҆|laugh
sbi҆t|fish
sbi҆t|Uraeus snake
sbi҆|trimming
sbi҆|rebel against
sbi҆|Wrongdoers
sbi҆|laugh
sbi҆t|Rebels
sbi҆t|indignation
sbi҆t|Headwind
sbi҆t|goddess
sbi҆t|Name of the uraeus snake
sbi҆i҆|verb
sbi҆w|indignation
sbi҆-ꜥ|guide
sbi҆-n-kꜣ=f|Name of the dead
sbi҆-ḳrfw|sailing
sbi҆-ḏꜣmw|Live long
sbi҆ꜣt|Laugh
sbi҆tw|in order to
sbi҆n|make bad
sbꜥḥ|to abound
sbti҆i҆w|Oppressor
sbw|Dirt, uncleanliness
sbwꜣ|raise, raise
sbb|protector
sbbꜣi҆i҆w|Scholar
sbbi҆t|dress
sbn|slide
sbn|Bandage
sbn|crown
sbn|be healthy
sbn|plant
sbn|fertilize
sbnt|Term for cows that are slaughtered
sbnw|fish
sbnbn|play it safe
sbnr|make it pleasant
sbnt|Sanctuary
sbr|Tendril, branch
sbr|fragrant liquid
sbhꜣ|to flee
sbḥ|scream
sbḥ|shouting
sbḥ|poultry
sbḥ|leprosy
sbḫ|enclose
sbḫ|cooking pot
sbḫ|to spread
sbḫt|Gate, palace, crypt
sbḫt|Breast plate
sbḫt|wing
sbḫti҆|God
sbḫn|mat
sbḫt|mineral
sbẖ|jump over
sbẖ=sn|God
sbsb|lock
sbš|vomit
sbš|be clear
sbš|oil
sbšw|Disgusting
sbšsn|Dean star image
sbḳ|leg
sbḳ|sensible, wise
sbḳ|God see
sbḳt|leg
sbḳt|Eye of heaven
sbḳt|goddess
sbk|God Sobek
sbkꜣ|make pregnant
sbg|noun
sbg|Planet Mercury
sbg|divine being
sbgs|hurt
sbtt|flower
sbtti҆t|officially used plant
sbti҆|Wall
sbṯ|to laugh mockingly
sbṯ-ḥr|friendly
sbdš|make you limp
sp|matter
sp|Times
sp|Remedies
sp|rest
sp|Pathogens
sp|Place name
sp|seize
sp|God
spt|Threshing floor
sp|Ropes for shipbuilding
sp|dip, soak, submerge
spt|device
spt|gau
spt|Manor
spt|lip
spt|Base
spt|Container for incense
spw|illness
sp-pw|maybe
spt-n-mw|shore
sp-n-mwi҆t|Urination
spt-n-ḥsi҆w|Thebes necropolis
sp-n-ḫt|Pieces of wood
sp-n-si҆ꜣ|Praise
sp-n-sꜥḏꜣ|disobedience
sp-nfr|Good
sp-ḥwrw|badness
spt-ḫn|dean
sp-snnw|Wrongdoing
sp-šr|Calamity
sp-tpi҆|Primeval times
spꜣ|Property of the face
spꜣ|Thousand feet
spꜣ|God Sepa
spꜣ|armchair
spꜣ|let fly
spꜣ|holy place of Anubis
spꜣ|noun
spꜣw|swarm
spi҆|left over
spi҆|with Osirismysterien as an accessory
spi҆t|rest
spi҆t|Chunks
spi҆|tie together
spi҆t|Chunks
spi҆t|leftover bread
spp|noun
sppi҆|rest
spnꜥ|turn over
spnꜥ-i҆nm|Improve skin
spr|rib
spr|come to, come to
spr|to turn to someone pleadingly
spr|called under vegetables
spr|Sheet metal of the gold beater
sprt|You're welcome
sprti҆|Supplicant
sprw|You're welcome
sprw|Supplicant
sprw|attacker
sprwt|Ship part
spri҆|let come out
sprw|noun
spḥ|Catch and tie with lasso
spḥ|postpone
spḥ|to reach
spḥt|Pieces of meat
spḥw|lasso
spḥw|Demon:
